id,image_path,letter_label
666,handwriting_letters/images/m_0665.png,m
667,handwriting_letters/images/n_0666.png,n
668,handwriting_letters/images/q_0667.png,q
669,handwriting_letters/images/o_0668.png,o
670,handwriting_letters/images/w_0669.png,w
671,handwriting_letters/images/w_0670.png,w
672,handwriting_letters/images/h_0671.png,h
673,handwriting_letters/images/q_0672.png,q
674,handwriting_letters/images/j_0673.png,j
675,handwriting_letters/images/r_0674.png,r
676,handwriting_letters/images/i_0675.png,i
677,handwriting_letters/images/v_0676.png,v
678,handwriting_letters/images/c_0677.png,c
679,handwriting_letters/images/k_0678.png,k
680,handwriting_letters/images/b_0679.png,b
681,handwriting_letters/images/m_0680.png,m
682,handwriting_letters/images/v_0681.png,v
683,handwriting_letters/images/g_0682.png,g
684,handwriting_letters/images/k_0683.png,k
685,handwriting_letters/images/z_0684.png,z
686,handwriting_letters/images/l_0685.png,l
687,handwriting_letters/images/w_0686.png,w
688,handwriting_letters/images/d_0687.png,d
689,handwriting_letters/images/p_0688.png,p
690,handwriting_letters/images/a_0689.png,a
691,handwriting_letters/images/z_0690.png,z
692,handwriting_letters/images/l_0691.png,l
693,handwriting_letters/images/b_0692.png,b
694,handwriting_letters/images/r_0693.png,r
695,handwriting_letters/images/s_0694.png,s
696,handwriting_letters/images/a_0695.png,a
697,handwriting_letters/images/f_0696.png,f
698,handwriting_letters/images/n_0697.png,n
699,handwriting_letters/images/o_0698.png,o
700,handwriting_letters/images/y_0699.png,y
701,handwriting_letters/images/b_0700.png,b
702,handwriting_letters/images/f_0701.png,f
703,handwriting_letters/images/h_0702.png,h
704,handwriting_letters/images/u_0703.png,u
705,handwriting_letters/images/f_0704.png,f
706,handwriting_letters/images/o_0705.png,o
707,handwriting_letters/images/e_0706.png,e
708,handwriting_letters/images/b_0707.png,b
709,handwriting_letters/images/v_0708.png,v
710,handwriting_letters/images/w_0709.png,w
711,handwriting_letters/images/h_0710.png,h
712,handwriting_letters/images/b_0711.png,b
713,handwriting_letters/images/s_0712.png,s
714,handwriting_letters/images/i_0713.png,i
715,handwriting_letters/images/j_0714.png,j
716,handwriting_letters/images/o_0715.png,o
717,handwriting_letters/images/b_0716.png,b
718,handwriting_letters/images/o_0717.png,o
719,handwriting_letters/images/i_0718.png,i
720,handwriting_letters/images/q_0719.png,q
721,handwriting_letters/images/d_0720.png,d
722,handwriting_letters/images/x_0721.png,x
723,handwriting_letters/images/t_0722.png,t
724,handwriting_letters/images/c_0723.png,c
725,handwriting_letters/images/y_0724.png,y
726,handwriting_letters/images/n_0725.png,n
727,handwriting_letters/images/c_0726.png,c
728,handwriting_letters/images/m_0727.png,m
729,handwriting_letters/images/u_0728.png,u
730,handwriting_letters/images/n_0729.png,n
731,handwriting_letters/images/f_0730.png,f
732,handwriting_letters/images/a_0731.png,a
733,handwriting_letters/images/u_0732.png,u
734,handwriting_letters/images/s_0733.png,s
735,handwriting_letters/images/t_0734.png,t
736,handwriting_letters/images/l_0735.png,l
737,handwriting_letters/images/r_0736.png,r
738,handwriting_letters/images/c_0737.png,c
739,handwriting_letters/images/q_0738.png,q
740,handwriting_letters/images/k_0739.png,k
741,handwriting_letters/images/v_0740.png,v
742,handwriting_letters/images/h_0741.png,h
743,handwriting_letters/images/o_0742.png,o
744,handwriting_letters/images/g_0743.png,g
745,handwriting_letters/images/y_0744.png,y
746,handwriting_letters/images/y_0745.png,y
747,handwriting_letters/images/l_0746.png,l
748,handwriting_letters/images/h_0747.png,h
749,handwriting_letters/images/n_0748.png,n
750,handwriting_letters/images/l_0749.png,l
751,handwriting_letters/images/k_0750.png,k
752,handwriting_letters/images/w_0751.png,w
753,handwriting_letters/images/l_0752.png,l
754,handwriting_letters/images/c_0753.png,c
755,handwriting_letters/images/h_0754.png,h
756,handwriting_letters/images/q_0755.png,q
757,handwriting_letters/images/k_0756.png,k
758,handwriting_letters/images/y_0757.png,y
759,handwriting_letters/images/m_0758.png,m
760,handwriting_letters/images/m_0759.png,m
761,handwriting_letters/images/j_0760.png,j
762,handwriting_letters/images/y_0761.png,y
763,handwriting_letters/images/a_0762.png,a
764,handwriting_letters/images/n_0763.png,n
765,handwriting_letters/images/i_0764.png,i
766,handwriting_letters/images/z_0765.png,z
767,handwriting_letters/images/p_0766.png,p
768,handwriting_letters/images/p_0767.png,p
769,handwriting_letters/images/k_0768.png,k
770,handwriting_letters/images/t_0769.png,t
771,handwriting_letters/images/w_0770.png,w
772,handwriting_letters/images/h_0771.png,h
773,handwriting_letters/images/c_0772.png,c
774,handwriting_letters/images/p_0773.png,p
775,handwriting_letters/images/g_0774.png,g
776,handwriting_letters/images/d_0775.png,d
777,handwriting_letters/images/x_0776.png,x
778,handwriting_letters/images/e_0777.png,e
779,handwriting_letters/images/n_0778.png,n
780,handwriting_letters/images/a_0779.png,a
781,handwriting_letters/images/d_0780.png,d
782,handwriting_letters/images/t_0781.png,t
783,handwriting_letters/images/m_0782.png,m
784,handwriting_letters/images/o_0783.png,o
785,handwriting_letters/images/n_0784.png,n
786,handwriting_letters/images/h_0785.png,h
787,handwriting_letters/images/h_0786.png,h
788,handwriting_letters/images/f_0787.png,f
789,handwriting_letters/images/h_0788.png,h
790,handwriting_letters/images/d_0789.png,d
791,handwriting_letters/images/f_0790.png,f
792,handwriting_letters/images/w_0791.png,w
793,handwriting_letters/images/r_0792.png,r
794,handwriting_letters/images/d_0793.png,d
795,handwriting_letters/images/t_0794.png,t
796,handwriting_letters/images/s_0795.png,s
797,handwriting_letters/images/l_0796.png,l
798,handwriting_letters/images/u_0797.png,u
799,handwriting_letters/images/f_0798.png,f
800,handwriting_letters/images/d_0799.png,d
801,handwriting_letters/images/n_0800.png,n
802,handwriting_letters/images/y_0801.png,y
803,handwriting_letters/images/f_0802.png,f
804,handwriting_letters/images/i_0803.png,i
805,handwriting_letters/images/c_0804.png,c
806,handwriting_letters/images/p_0805.png,p
807,handwriting_letters/images/u_0806.png,u
808,handwriting_letters/images/w_0807.png,w
809,handwriting_letters/images/m_0808.png,m
810,handwriting_letters/images/c_0809.png,c
811,handwriting_letters/images/y_0810.png,y
812,handwriting_letters/images/l_0811.png,l
813,handwriting_letters/images/r_0812.png,r
814,handwriting_letters/images/h_0813.png,h
815,handwriting_letters/images/u_0814.png,u
816,handwriting_letters/images/k_0815.png,k
817,handwriting_letters/images/z_0816.png,z
818,handwriting_letters/images/y_0817.png,y
819,handwriting_letters/images/j_0818.png,j
820,handwriting_letters/images/k_0819.png,k
821,handwriting_letters/images/i_0820.png,i
822,handwriting_letters/images/u_0821.png,u
823,handwriting_letters/images/s_0822.png,s
824,handwriting_letters/images/y_0823.png,y
825,handwriting_letters/images/m_0824.png,m
826,handwriting_letters/images/j_0825.png,j
827,handwriting_letters/images/m_0826.png,m
828,handwriting_letters/images/e_0827.png,e
829,handwriting_letters/images/d_0828.png,d
830,handwriting_letters/images/q_0829.png,q
831,handwriting_letters/images/l_0830.png,l
832,handwriting_letters/images/t_0831.png,t
833,handwriting_letters/images/t_0832.png,t
834,handwriting_letters/images/t_0833.png,t
835,handwriting_letters/images/p_0834.png,p
836,handwriting_letters/images/r_0835.png,r
837,handwriting_letters/images/v_0836.png,v
838,handwriting_letters/images/v_0837.png,v
839,handwriting_letters/images/h_0838.png,h
840,handwriting_letters/images/b_0839.png,b
841,handwriting_letters/images/d_0840.png,d
842,handwriting_letters/images/y_0841.png,y
843,handwriting_letters/images/u_0842.png,u
844,handwriting_letters/images/r_0843.png,r
845,handwriting_letters/images/y_0844.png,y
846,handwriting_letters/images/h_0845.png,h
847,handwriting_letters/images/e_0846.png,e
848,handwriting_letters/images/t_0847.png,t
849,handwriting_letters/images/a_0848.png,a
850,handwriting_letters/images/d_0849.png,d
851,handwriting_letters/images/o_0850.png,o
852,handwriting_letters/images/t_0851.png,t
853,handwriting_letters/images/q_0852.png,q
854,handwriting_letters/images/i_0853.png,i
855,handwriting_letters/images/e_0854.png,e
856,handwriting_letters/images/o_0855.png,o
857,handwriting_letters/images/o_0856.png,o
858,handwriting_letters/images/m_0857.png,m
859,handwriting_letters/images/c_0858.png,c
860,handwriting_letters/images/t_0859.png,t
861,handwriting_letters/images/v_0860.png,v
862,handwriting_letters/images/d_0861.png,d
863,handwriting_letters/images/c_0862.png,c
864,handwriting_letters/images/h_0863.png,h
865,handwriting_letters/images/j_0864.png,j
866,handwriting_letters/images/g_0865.png,g
867,handwriting_letters/images/t_0866.png,t
868,handwriting_letters/images/r_0867.png,r
869,handwriting_letters/images/u_0868.png,u
870,handwriting_letters/images/v_0869.png,v
871,handwriting_letters/images/z_0870.png,z
872,handwriting_letters/images/s_0871.png,s
873,handwriting_letters/images/q_0872.png,q
874,handwriting_letters/images/d_0873.png,d
875,handwriting_letters/images/v_0874.png,v
876,handwriting_letters/images/a_0875.png,a
877,handwriting_letters/images/u_0876.png,u
878,handwriting_letters/images/d_0877.png,d
879,handwriting_letters/images/x_0878.png,x
880,handwriting_letters/images/y_0879.png,y
881,handwriting_letters/images/j_0880.png,j
882,handwriting_letters/images/d_0881.png,d
883,handwriting_letters/images/r_0882.png,r
884,handwriting_letters/images/k_0883.png,k
885,handwriting_letters/images/t_0884.png,t
886,handwriting_letters/images/m_0885.png,m
887,handwriting_letters/images/i_0886.png,i
888,handwriting_letters/images/h_0887.png,h
889,handwriting_letters/images/h_0888.png,h
890,handwriting_letters/images/i_0889.png,i
891,handwriting_letters/images/i_0890.png,i
892,handwriting_letters/images/w_0891.png,w
893,handwriting_letters/images/k_0892.png,k
894,handwriting_letters/images/b_0893.png,b
895,handwriting_letters/images/e_0894.png,e
896,handwriting_letters/images/m_0895.png,m
897,handwriting_letters/images/h_0896.png,h
898,handwriting_letters/images/n_0897.png,n
899,handwriting_letters/images/h_0898.png,h
900,handwriting_letters/images/q_0899.png,q
901,handwriting_letters/images/j_0900.png,j
902,handwriting_letters/images/r_0901.png,r
903,handwriting_letters/images/k_0902.png,k
904,handwriting_letters/images/w_0903.png,w
905,handwriting_letters/images/j_0904.png,j
906,handwriting_letters/images/v_0905.png,v
907,handwriting_letters/images/m_0906.png,m
908,handwriting_letters/images/e_0907.png,e
909,handwriting_letters/images/a_0908.png,a
910,handwriting_letters/images/o_0909.png,o
911,handwriting_letters/images/o_0910.png,o
912,handwriting_letters/images/v_0911.png,v
913,handwriting_letters/images/z_0912.png,z
914,handwriting_letters/images/c_0913.png,c
915,handwriting_letters/images/m_0914.png,m
916,handwriting_letters/images/r_0915.png,r
917,handwriting_letters/images/q_0916.png,q
918,handwriting_letters/images/c_0917.png,c
919,handwriting_letters/images/c_0918.png,c
920,handwriting_letters/images/x_0919.png,x
921,handwriting_letters/images/b_0920.png,b
922,handwriting_letters/images/e_0921.png,e
923,handwriting_letters/images/b_0922.png,b
924,handwriting_letters/images/c_0923.png,c
925,handwriting_letters/images/y_0924.png,y
926,handwriting_letters/images/v_0925.png,v
927,handwriting_letters/images/j_0926.png,j
928,handwriting_letters/images/d_0927.png,d
929,handwriting_letters/images/f_0928.png,f
930,handwriting_letters/images/n_0929.png,n
931,handwriting_letters/images/s_0930.png,s
932,handwriting_letters/images/h_0931.png,h
933,handwriting_letters/images/w_0932.png,w
934,handwriting_letters/images/u_0933.png,u
935,handwriting_letters/images/q_0934.png,q
936,handwriting_letters/images/q_0935.png,q
937,handwriting_letters/images/t_0936.png,t
938,handwriting_letters/images/h_0937.png,h
939,handwriting_letters/images/z_0938.png,z
940,handwriting_letters/images/w_0939.png,w
941,handwriting_letters/images/e_0940.png,e
942,handwriting_letters/images/p_0941.png,p
943,handwriting_letters/images/h_0942.png,h
944,handwriting_letters/images/t_0943.png,t
945,handwriting_letters/images/s_0944.png,s
946,handwriting_letters/images/a_0945.png,a
947,handwriting_letters/images/z_0946.png,z
948,handwriting_letters/images/r_0947.png,r
949,handwriting_letters/images/e_0948.png,e
950,handwriting_letters/images/d_0949.png,d
951,handwriting_letters/images/b_0950.png,b
952,handwriting_letters/images/p_0951.png,p
953,handwriting_letters/images/o_0952.png,o
954,handwriting_letters/images/v_0953.png,v
955,handwriting_letters/images/f_0954.png,f
956,handwriting_letters/images/m_0955.png,m
957,handwriting_letters/images/m_0956.png,m
958,handwriting_letters/images/p_0957.png,p
959,handwriting_letters/images/o_0958.png,o
960,handwriting_letters/images/g_0959.png,g
961,handwriting_letters/images/t_0960.png,t
962,handwriting_letters/images/u_0961.png,u
963,handwriting_letters/images/i_0962.png,i
964,handwriting_letters/images/h_0963.png,h
965,handwriting_letters/images/n_0964.png,n
966,handwriting_letters/images/k_0965.png,k
967,handwriting_letters/images/v_0966.png,v
968,handwriting_letters/images/x_0967.png,x
969,handwriting_letters/images/p_0968.png,p
970,handwriting_letters/images/j_0969.png,j
971,handwriting_letters/images/m_0970.png,m
972,handwriting_letters/images/b_0971.png,b
973,handwriting_letters/images/t_0972.png,t
974,handwriting_letters/images/x_0973.png,x
975,handwriting_letters/images/m_0974.png,m
976,handwriting_letters/images/q_0975.png,q
977,handwriting_letters/images/t_0976.png,t
978,handwriting_letters/images/e_0977.png,e
979,handwriting_letters/images/t_0978.png,t
980,handwriting_letters/images/o_0979.png,o
981,handwriting_letters/images/x_0980.png,x
982,handwriting_letters/images/n_0981.png,n
983,handwriting_letters/images/i_0982.png,i
984,handwriting_letters/images/q_0983.png,q
985,handwriting_letters/images/u_0984.png,u
986,handwriting_letters/images/s_0985.png,s
987,handwriting_letters/images/f_0986.png,f
988,handwriting_letters/images/r_0987.png,r
989,handwriting_letters/images/z_0988.png,z
990,handwriting_letters/images/l_0989.png,l
991,handwriting_letters/images/f_0990.png,f
992,handwriting_letters/images/a_0991.png,a
993,handwriting_letters/images/r_0992.png,r
994,handwriting_letters/images/r_0993.png,r
995,handwriting_letters/images/k_0994.png,k
996,handwriting_letters/images/b_0995.png,b
997,handwriting_letters/images/s_0996.png,s
998,handwriting_letters/images/c_0997.png,c
999,handwriting_letters/images/a_0998.png,a
1000,handwriting_letters/images/f_0999.png,f
1001,handwriting_letters/images/w_1000.png,w
1002,handwriting_letters/images/w_1001.png,w
1003,handwriting_letters/images/a_1002.png,a
1004,handwriting_letters/images/t_1003.png,t
1005,handwriting_letters/images/j_1004.png,j
1006,handwriting_letters/images/p_1005.png,p
1007,handwriting_letters/images/f_1006.png,f
1008,handwriting_letters/images/c_1007.png,c
1009,handwriting_letters/images/x_1008.png,x
1010,handwriting_letters/images/v_1009.png,v
1011,handwriting_letters/images/c_1010.png,c
1012,handwriting_letters/images/t_1011.png,t
1013,handwriting_letters/images/m_1012.png,m
1014,handwriting_letters/images/d_1013.png,d
1015,handwriting_letters/images/g_1014.png,g
1016,handwriting_letters/images/f_1015.png,f
1017,handwriting_letters/images/b_1016.png,b
1018,handwriting_letters/images/m_1017.png,m
1019,handwriting_letters/images/r_1018.png,r
1020,handwriting_letters/images/w_1019.png,w
1021,handwriting_letters/images/j_1020.png,j
1022,handwriting_letters/images/w_1021.png,w
1023,handwriting_letters/images/r_1022.png,r
1024,handwriting_letters/images/y_1023.png,y
1025,handwriting_letters/images/n_1024.png,n
1026,handwriting_letters/images/a_1025.png,a
1027,handwriting_letters/images/l_1026.png,l
1028,handwriting_letters/images/c_1027.png,c
1029,handwriting_letters/images/c_1028.png,c
1030,handwriting_letters/images/y_1029.png,y
1031,handwriting_letters/images/c_1030.png,c
1032,handwriting_letters/images/u_1031.png,u
1033,handwriting_letters/images/u_1032.png,u
1034,handwriting_letters/images/q_1033.png,q
1035,handwriting_letters/images/u_1034.png,u
1036,handwriting_letters/images/r_1035.png,r
1037,handwriting_letters/images/o_1036.png,o
1038,handwriting_letters/images/t_1037.png,t
1039,handwriting_letters/images/g_1038.png,g
1040,handwriting_letters/images/z_1039.png,z
1041,handwriting_letters/images/z_1040.png,z
1042,handwriting_letters/images/q_1041.png,q
1043,handwriting_letters/images/h_1042.png,h
1044,handwriting_letters/images/z_1043.png,z
1045,handwriting_letters/images/f_1044.png,f
1046,handwriting_letters/images/k_1045.png,k
1047,handwriting_letters/images/u_1046.png,u
1048,handwriting_letters/images/n_1047.png,n
1049,handwriting_letters/images/r_1048.png,r
1050,handwriting_letters/images/i_1049.png,i
1051,handwriting_letters/images/c_1050.png,c
1052,handwriting_letters/images/f_1051.png,f
1053,handwriting_letters/images/s_1052.png,s
1054,handwriting_letters/images/e_1053.png,e
1055,handwriting_letters/images/a_1054.png,a
1056,handwriting_letters/images/i_1055.png,i
1057,handwriting_letters/images/u_1056.png,u
1058,handwriting_letters/images/g_1057.png,g
1059,handwriting_letters/images/c_1058.png,c
1060,handwriting_letters/images/f_1059.png,f
1061,handwriting_letters/images/a_1060.png,a
1062,handwriting_letters/images/n_1061.png,n
1063,handwriting_letters/images/p_1062.png,p
1064,handwriting_letters/images/m_1063.png,m
1065,handwriting_letters/images/n_1064.png,n
1066,handwriting_letters/images/r_1065.png,r
1067,handwriting_letters/images/a_1066.png,a
1068,handwriting_letters/images/t_1067.png,t
1069,handwriting_letters/images/e_1068.png,e
1070,handwriting_letters/images/k_1069.png,k
1071,handwriting_letters/images/e_1070.png,e
1072,handwriting_letters/images/j_1071.png,j
1073,handwriting_letters/images/v_1072.png,v
1074,handwriting_letters/images/r_1073.png,r
1075,handwriting_letters/images/t_1074.png,t
1076,handwriting_letters/images/l_1075.png,l
1077,handwriting_letters/images/m_1076.png,m
1078,handwriting_letters/images/w_1077.png,w
1079,handwriting_letters/images/l_1078.png,l
1080,handwriting_letters/images/m_1079.png,m
1081,handwriting_letters/images/o_1080.png,o
1082,handwriting_letters/images/i_1081.png,i
1083,handwriting_letters/images/k_1082.png,k
1084,handwriting_letters/images/m_1083.png,m
1085,handwriting_letters/images/a_1084.png,a
1086,handwriting_letters/images/u_1085.png,u
1087,handwriting_letters/images/p_1086.png,p
1088,handwriting_letters/images/i_1087.png,i
1089,handwriting_letters/images/t_1088.png,t
1090,handwriting_letters/images/h_1089.png,h
1091,handwriting_letters/images/g_1090.png,g
1092,handwriting_letters/images/z_1091.png,z
1093,handwriting_letters/images/b_1092.png,b
1094,handwriting_letters/images/r_1093.png,r
1095,handwriting_letters/images/b_1094.png,b
1096,handwriting_letters/images/k_1095.png,k
1097,handwriting_letters/images/s_1096.png,s
1098,handwriting_letters/images/o_1097.png,o
1099,handwriting_letters/images/n_1098.png,n
1100,handwriting_letters/images/i_1099.png,i
1101,handwriting_letters/images/l_1100.png,l
1102,handwriting_letters/images/z_1101.png,z
1103,handwriting_letters/images/y_1102.png,y
1104,handwriting_letters/images/u_1103.png,u
1105,handwriting_letters/images/n_1104.png,n
1106,handwriting_letters/images/o_1105.png,o
1107,handwriting_letters/images/w_1106.png,w
1108,handwriting_letters/images/s_1107.png,s
1109,handwriting_letters/images/l_1108.png,l
1110,handwriting_letters/images/h_1109.png,h
1111,handwriting_letters/images/x_1110.png,x
1112,handwriting_letters/images/e_1111.png,e
1113,handwriting_letters/images/x_1112.png,x
1114,handwriting_letters/images/q_1113.png,q
1115,handwriting_letters/images/o_1114.png,o
1116,handwriting_letters/images/c_1115.png,c
1117,handwriting_letters/images/e_1116.png,e
1118,handwriting_letters/images/m_1117.png,m
1119,handwriting_letters/images/e_1118.png,e
1120,handwriting_letters/images/b_1119.png,b
1121,handwriting_letters/images/v_1120.png,v
1122,handwriting_letters/images/s_1121.png,s
1123,handwriting_letters/images/o_1122.png,o
1124,handwriting_letters/images/e_1123.png,e
1125,handwriting_letters/images/g_1124.png,g
1126,handwriting_letters/images/j_1125.png,j
1127,handwriting_letters/images/g_1126.png,g
1128,handwriting_letters/images/u_1127.png,u
1129,handwriting_letters/images/y_1128.png,y
1130,handwriting_letters/images/b_1129.png,b
1131,handwriting_letters/images/q_1130.png,q
1132,handwriting_letters/images/c_1131.png,c
1133,handwriting_letters/images/b_1132.png,b
1134,handwriting_letters/images/t_1133.png,t
1135,handwriting_letters/images/a_1134.png,a
1136,handwriting_letters/images/v_1135.png,v
1137,handwriting_letters/images/j_1136.png,j
1138,handwriting_letters/images/f_1137.png,f
1139,handwriting_letters/images/b_1138.png,b
1140,handwriting_letters/images/k_1139.png,k
1141,handwriting_letters/images/n_1140.png,n
1142,handwriting_letters/images/n_1141.png,n
1143,handwriting_letters/images/g_1142.png,g
1144,handwriting_letters/images/b_1143.png,b
1145,handwriting_letters/images/d_1144.png,d
1146,handwriting_letters/images/s_1145.png,s
1147,handwriting_letters/images/c_1146.png,c
1148,handwriting_letters/images/z_1147.png,z
1149,handwriting_letters/images/c_1148.png,c
1150,handwriting_letters/images/p_1149.png,p
1151,handwriting_letters/images/t_1150.png,t
1152,handwriting_letters/images/w_1151.png,w
1153,handwriting_letters/images/c_1152.png,c
1154,handwriting_letters/images/j_1153.png,j
1155,handwriting_letters/images/x_1154.png,x
1156,handwriting_letters/images/k_1155.png,k
1157,handwriting_letters/images/p_1156.png,p
1158,handwriting_letters/images/j_1157.png,j
1159,handwriting_letters/images/c_1158.png,c
1160,handwriting_letters/images/d_1159.png,d
1161,handwriting_letters/images/t_1160.png,t
1162,handwriting_letters/images/t_1161.png,t
1163,handwriting_letters/images/o_1162.png,o
1164,handwriting_letters/images/w_1163.png,w
1165,handwriting_letters/images/j_1164.png,j
1166,handwriting_letters/images/b_1165.png,b
1167,handwriting_letters/images/q_1166.png,q
1168,handwriting_letters/images/s_1167.png,s
1169,handwriting_letters/images/a_1168.png,a
1170,handwriting_letters/images/r_1169.png,r
1171,handwriting_letters/images/x_1170.png,x
1172,handwriting_letters/images/a_1171.png,a
1173,handwriting_letters/images/w_1172.png,w
1174,handwriting_letters/images/i_1173.png,i
1175,handwriting_letters/images/i_1174.png,i
1176,handwriting_letters/images/l_1175.png,l
1177,handwriting_letters/images/j_1176.png,j
1178,handwriting_letters/images/v_1177.png,v
1179,handwriting_letters/images/v_1178.png,v
1180,handwriting_letters/images/w_1179.png,w
1181,handwriting_letters/images/b_1180.png,b
1182,handwriting_letters/images/k_1181.png,k
1183,handwriting_letters/images/h_1182.png,h
1184,handwriting_letters/images/u_1183.png,u
1185,handwriting_letters/images/v_1184.png,v
1186,handwriting_letters/images/q_1185.png,q
1187,handwriting_letters/images/a_1186.png,a
1188,handwriting_letters/images/v_1187.png,v
1189,handwriting_letters/images/e_1188.png,e
1190,handwriting_letters/images/m_1189.png,m
1191,handwriting_letters/images/c_1190.png,c
1192,handwriting_letters/images/h_1191.png,h
1193,handwriting_letters/images/y_1192.png,y
1194,handwriting_letters/images/q_1193.png,q
1195,handwriting_letters/images/e_1194.png,e
1196,handwriting_letters/images/s_1195.png,s
1197,handwriting_letters/images/p_1196.png,p
1198,handwriting_letters/images/m_1197.png,m
1199,handwriting_letters/images/t_1198.png,t
1200,handwriting_letters/images/e_1199.png,e
1201,handwriting_letters/images/w_1200.png,w
1202,handwriting_letters/images/w_1201.png,w
1203,handwriting_letters/images/k_1202.png,k
1204,handwriting_letters/images/l_1203.png,l
1205,handwriting_letters/images/d_1204.png,d
1206,handwriting_letters/images/d_1205.png,d
1207,handwriting_letters/images/s_1206.png,s
1208,handwriting_letters/images/i_1207.png,i
1209,handwriting_letters/images/h_1208.png,h
1210,handwriting_letters/images/v_1209.png,v
1211,handwriting_letters/images/b_1210.png,b
1212,handwriting_letters/images/a_1211.png,a
1213,handwriting_letters/images/l_1212.png,l
1214,handwriting_letters/images/o_1213.png,o
1215,handwriting_letters/images/n_1214.png,n
1216,handwriting_letters/images/g_1215.png,g
1217,handwriting_letters/images/m_1216.png,m
1218,handwriting_letters/images/f_1217.png,f
1219,handwriting_letters/images/u_1218.png,u
1220,handwriting_letters/images/p_1219.png,p
1221,handwriting_letters/images/l_1220.png,l
1222,handwriting_letters/images/n_1221.png,n
1223,handwriting_letters/images/s_1222.png,s
1224,handwriting_letters/images/c_1223.png,c
1225,handwriting_letters/images/q_1224.png,q
1226,handwriting_letters/images/j_1225.png,j
1227,handwriting_letters/images/a_1226.png,a
1228,handwriting_letters/images/z_1227.png,z
1229,handwriting_letters/images/a_1228.png,a
1230,handwriting_letters/images/n_1229.png,n
1231,handwriting_letters/images/s_1230.png,s
1232,handwriting_letters/images/j_1231.png,j
1233,handwriting_letters/images/p_1232.png,p
1234,handwriting_letters/images/k_1233.png,k
1235,handwriting_letters/images/p_1234.png,p
1236,handwriting_letters/images/u_1235.png,u
1237,handwriting_letters/images/t_1236.png,t
1238,handwriting_letters/images/p_1237.png,p
1239,handwriting_letters/images/u_1238.png,u
1240,handwriting_letters/images/q_1239.png,q
1241,handwriting_letters/images/u_1240.png,u
1242,handwriting_letters/images/y_1241.png,y
1243,handwriting_letters/images/e_1242.png,e
1244,handwriting_letters/images/o_1243.png,o
1245,handwriting_letters/images/w_1244.png,w
1246,handwriting_letters/images/i_1245.png,i
1247,handwriting_letters/images/y_1246.png,y
1248,handwriting_letters/images/h_1247.png,h
1249,handwriting_letters/images/v_1248.png,v
1250,handwriting_letters/images/a_1249.png,a
1251,handwriting_letters/images/a_1250.png,a
1252,handwriting_letters/images/e_1251.png,e
1253,handwriting_letters/images/v_1252.png,v
1254,handwriting_letters/images/e_1253.png,e
1255,handwriting_letters/images/p_1254.png,p
1256,handwriting_letters/images/z_1255.png,z
1257,handwriting_letters/images/p_1256.png,p
1258,handwriting_letters/images/a_1257.png,a
1259,handwriting_letters/images/q_1258.png,q
1260,handwriting_letters/images/w_1259.png,w
1261,handwriting_letters/images/a_1260.png,a
1262,handwriting_letters/images/o_1261.png,o
1263,handwriting_letters/images/f_1262.png,f
1264,handwriting_letters/images/g_1263.png,g
1265,handwriting_letters/images/g_1264.png,g
1266,handwriting_letters/images/o_1265.png,o
1267,handwriting_letters/images/t_1266.png,t
1268,handwriting_letters/images/o_1267.png,o
1269,handwriting_letters/images/f_1268.png,f
1270,handwriting_letters/images/j_1269.png,j
1271,handwriting_letters/images/y_1270.png,y
1272,handwriting_letters/images/d_1271.png,d
1273,handwriting_letters/images/o_1272.png,o
1274,handwriting_letters/images/y_1273.png,y
1275,handwriting_letters/images/m_1274.png,m
1276,handwriting_letters/images/i_1275.png,i
1277,handwriting_letters/images/s_1276.png,s
1278,handwriting_letters/images/c_1277.png,c
1279,handwriting_letters/images/t_1278.png,t
1280,handwriting_letters/images/e_1279.png,e
1281,handwriting_letters/images/n_1280.png,n
1282,handwriting_letters/images/a_1281.png,a
1283,handwriting_letters/images/w_1282.png,w
1284,handwriting_letters/images/m_1283.png,m
1285,handwriting_letters/images/p_1284.png,p
1286,handwriting_letters/images/x_1285.png,x
1287,handwriting_letters/images/m_1286.png,m
1288,handwriting_letters/images/q_1287.png,q
1289,handwriting_letters/images/w_1288.png,w
1290,handwriting_letters/images/l_1289.png,l
1291,handwriting_letters/images/z_1290.png,z
1292,handwriting_letters/images/y_1291.png,y
1293,handwriting_letters/images/r_1292.png,r
1294,handwriting_letters/images/c_1293.png,c
1295,handwriting_letters/images/u_1294.png,u
1296,handwriting_letters/images/d_1295.png,d
1297,handwriting_letters/images/j_1296.png,j
1298,handwriting_letters/images/r_1297.png,r
1299,handwriting_letters/images/e_1298.png,e
1300,handwriting_letters/images/j_1299.png,j
1301,handwriting_letters/images/t_1300.png,t
1302,handwriting_letters/images/s_1301.png,s
1303,handwriting_letters/images/i_1302.png,i
1304,handwriting_letters/images/p_1303.png,p
1305,handwriting_letters/images/y_1304.png,y
1306,handwriting_letters/images/z_1305.png,z
1307,handwriting_letters/images/c_1306.png,c
1308,handwriting_letters/images/v_1307.png,v
1309,handwriting_letters/images/r_1308.png,r
1310,handwriting_letters/images/c_1309.png,c
1311,handwriting_letters/images/j_1310.png,j
1312,handwriting_letters/images/h_1311.png,h
1313,handwriting_letters/images/u_1312.png,u
1314,handwriting_letters/images/c_1313.png,c
1315,handwriting_letters/images/p_1314.png,p
1316,handwriting_letters/images/n_1315.png,n
