id,misspelled_word,correct_word,error_category
850,improtant,important,keyboard_error
851,studetn,student,keyboard_error
852,tchnology,technology,missing_letter
853,tlearning,learning,extra_letter
854,beazutiful,beautiful,extra_letter
855,alnguage,language,keyboard_error
856,sntudent,student,extra_letter
857,beautifu,beautiful,missing_letter
858,technozlogy,technology,extra_letter
859,akkessibility,accessibility,phonetic_error
860,efinitely,definitely,missing_letter
861,educatino,education,keyboard_error
862,tekhnology,technology,phonetic_error
863,akkessibility,accessibility,phonetic_error
864,flanguage,language,extra_letter
865,praktike,practice,phonetic_error
866,studet,student,missing_letter
867,practie,practice,missing_letter
868,knowedge,knowledge,missing_letter
869,undersctanding,understanding,extra_letter
870,technolxogy,technology,extra_letter
871,teochnology,technology,extra_letter
872,acessibility,accessibility,missing_letter
873,diefinitely,definitely,extra_letter
874,eautiful,beautiful,missing_letter
875,gbeautiful,beautiful,extra_letter
876,knocwledge,knowledge,extra_letter
877,gpractice,practice,extra_letter
878,beajutiful,beautiful,extra_letter
879,ecause,because,missing_letter
880,definitelmy,definitely,extra_letter
881,languae,language,missing_letter
882,besautiful,beautiful,extra_letter
883,languge,language,missing_letter
884,knowedge,knowledge,missing_letter
885,undersatnding,understanding,keyboard_error
886,understandng,understanding,missing_letter
887,kowledge,knowledge,missing_letter
888,educaton,education,missing_letter
889,undgerstanding,understanding,extra_letter
890,understanidng,understanding,keyboard_error
891,becuse,because,missing_letter
892,educaton,education,missing_letter
893,kowledge,knowledge,missing_letter
894,learnng,learning,missing_letter
895,bekause,because,phonetic_error
896,knowledg,knowledge,missing_letter
897,understanmding,understanding,extra_letter
898,beautfiul,beautiful,keyboard_error
899,envirronment,environment,extra_letter
900,learnign,learning,keyboard_error
901,undoerstanding,understanding,extra_letter
902,cmoputer,computer,keyboard_error
903,undgerstanding,understanding,extra_letter
904,technoloyg,technology,keyboard_error
905,dewfinitely,definitely,extra_letter
906,understandin,understanding,missing_letter
907,prazctice,practice,extra_letter
908,nowledge,knowledge,missing_letter
909,beause,because,missing_letter
910,understadning,understanding,keyboard_error
911,learnihng,learning,extra_letter
912,komputer,computer,phonetic_error
913,taccessibility,accessibility,extra_letter
914,educaztion,education,extra_letter
915,studnt,student,missing_letter
916,practie,practice,missing_letter
917,definitelyh,definitely,extra_letter
918,evironment,environment,missing_letter
919,leanring,learning,keyboard_error
920,nkowledge,knowledge,keyboard_error
921,accessibiltiy,accessibility,keyboard_error
922,nvironment,environment,missing_letter
923,stdent,student,missing_letter
924,kowledge,knowledge,missing_letter
925,beauiful,beautiful,missing_letter
926,acessibility,accessibility,missing_letter
927,accessibtility,accessibility,extra_letter
928,accesibility,accessibility,missing_letter
929,knowldege,knowledge,keyboard_error
930,eduation,education,missing_letter
931,mbeautiful,beautiful,extra_letter
932,bcause,because,missing_letter
933,ebcause,because,keyboard_error
934,clearning,learning,extra_letter
935,importnat,important,keyboard_error
936,prctice,practice,missing_letter
937,imortant,important,missing_letter
938,beautiflul,beautiful,extra_letter
939,envirnment,environment,missing_letter
940,accessibiltiy,accessibility,keyboard_error
941,beautiflu,beautiful,keyboard_error
942,becaus,because,missing_letter
943,deinitely,definitely,missing_letter
944,becaues,because,keyboard_error
945,envrionment,environment,keyboard_error
946,languaeg,language,keyboard_error
947,komputer,computer,phonetic_error
948,acwcessibility,accessibility,extra_letter
949,understandeing,understanding,extra_letter
950,komputer,computer,phonetic_error
951,defginitely,definitely,extra_letter
952,komputer,computer,phonetic_error
953,nstudent,student,extra_letter
954,akkessibility,accessibility,phonetic_error
955,miportant,important,keyboard_error
956,environmnet,environment,keyboard_error
957,jbeautiful,beautiful,extra_letter
958,bcause,because,missing_letter
959,larnguage,language,extra_letter
960,technolog,technology,missing_letter
961,miportant,important,keyboard_error
962,educcation,education,extra_letter
963,beoautiful,beautiful,extra_letter
964,imortant,important,missing_letter
965,konwledge,knowledge,keyboard_error
966,coputer,computer,missing_letter
967,learnin,learning,missing_letter
968,bceause,because,keyboard_error
969,studepnt,student,extra_letter
970,pracice,practice,missing_letter
971,bekcause,because,extra_letter
972,langauge,language,keyboard_error
973,imporltant,important,extra_letter
974,learnnig,learning,keyboard_error
975,envionment,environment,missing_letter
976,accessisbility,accessibility,extra_letter
977,environmejnt,environment,extra_letter
978,akkessibility,accessibility,phonetic_error
979,impotrant,important,keyboard_error
980,lnaguage,language,keyboard_error
981,knowdledge,knowledge,extra_letter
982,understawnding,understanding,extra_letter
983,stuent,student,missing_letter
984,nevironment,environment,keyboard_error
985,bbecause,because,extra_letter
986,stcudent,student,extra_letter
987,tekhnology,technology,phonetic_error
988,eduaction,education,keyboard_error
989,educashun,education,phonetic_error
990,becmause,because,extra_letter
991,komputer,computer,phonetic_error
992,beautifucl,beautiful,extra_letter
993,akkessibility,accessibility,phonetic_error
994,studoent,student,extra_letter
995,undertsanding,understanding,keyboard_error
996,komputer,computer,phonetic_error
997,impportant,important,extra_letter
998,knowledges,knowledge,extra_letter
999,tecnhology,technology,keyboard_error
1000,understanidng,understanding,keyboard_error
1001,educaton,education,missing_letter
1002,ractice,practice,missing_letter
1003,stzudent,student,extra_letter
1004,technolgy,technology,missing_letter
1005,lagnuage,language,keyboard_error
1006,understandnig,understanding,keyboard_error
1007,tecchnology,technology,extra_letter
1008,tekhnology,technology,phonetic_error
1009,bekause,because,phonetic_error
1010,larning,learning,missing_letter
1011,computre,computer,keyboard_error
1012,computelr,computer,extra_letter
1013,rcomputer,computer,extra_letter
1014,defniitely,definitely,keyboard_error
1015,dfeinitely,definitely,keyboard_error
1016,nevironment,environment,keyboard_error
1017,eduaction,education,keyboard_error
1018,tecnhology,technology,keyboard_error
1019,akkessibility,accessibility,phonetic_error
1020,larning,learning,missing_letter
1021,anguage,language,missing_letter
1022,akkessibility,accessibility,phonetic_error
1023,akkessibility,accessibility,phonetic_error
1024,enviroment,environment,missing_letter
1025,beautsiful,beautiful,extra_letter
1026,studnet,student,keyboard_error
1027,accessibilityg,accessibility,extra_letter
1028,nowledge,knowledge,missing_letter
1029,impzortant,important,extra_letter
1030,compuer,computer,missing_letter
1031,becaus,because,missing_letter
1032,impotant,important,missing_letter
1033,understadning,understanding,keyboard_error
1034,akkessibility,accessibility,phonetic_error
1035,undrestanding,understanding,keyboard_error
1036,knoledge,knowledge,missing_letter
1037,akkessibility,accessibility,phonetic_error
1038,kowledge,knowledge,missing_letter
1039,educashun,education,phonetic_error
1040,importanmt,important,extra_letter
1041,mportant,important,missing_letter
1042,practiceo,practice,extra_letter
1043,acessibility,accessibility,missing_letter
1044,educaiton,education,keyboard_error
1045,stdent,student,missing_letter
1046,environent,environment,missing_letter
1047,benvironment,environment,extra_letter
1048,zlearning,learning,extra_letter
1049,comuter,computer,missing_letter
1050,becauseu,because,extra_letter
1051,cmputer,computer,missing_letter
1052,komputer,computer,phonetic_error
1053,knowedge,knowledge,missing_letter
1054,importnat,important,keyboard_error
1055,languageo,language,extra_letter
1056,educashun,education,phonetic_error
1057,importan,important,missing_letter
1058,akkessibility,accessibility,phonetic_error
1059,educashun,education,phonetic_error
1060,lagnuage,language,keyboard_error
1061,enviironment,environment,extra_letter
1062,ppractice,practice,extra_letter
1063,learninig,learning,extra_letter
1064,lnguage,language,missing_letter
1065,studetn,student,keyboard_error
1066,environent,environment,missing_letter
1067,copmuter,computer,keyboard_error
1068,nkowledge,knowledge,keyboard_error
1069,studetn,student,keyboard_error
1070,undrestanding,understanding,keyboard_error
1071,stuzdent,student,extra_letter
1072,beuatiful,beautiful,keyboard_error
1073,practie,practice,missing_letter
1074,kowledge,knowledge,missing_letter
1075,ctomputer,computer,extra_letter
1076,lnguage,language,missing_letter
1077,understandin,understanding,missing_letter
1078,definitel,definitely,missing_letter
1079,cmoputer,computer,keyboard_error
1080,languagek,language,extra_letter
1081,definiteyl,definitely,keyboard_error
1082,bekause,because,phonetic_error
1083,beautiufl,beautiful,keyboard_error
1084,stuednt,student,keyboard_error
1085,beatuiful,beautiful,keyboard_error
1086,beauwtiful,beautiful,extra_letter
1087,unerstanding,understanding,missing_letter
1088,defintely,definitely,missing_letter
1089,accessbiility,accessibility,keyboard_error
1090,praktike,practice,phonetic_error
1091,acecssibility,accessibility,keyboard_error
1092,beuatiful,beautiful,keyboard_error
1093,practeice,practice,extra_letter
1094,languqage,language,extra_letter
1095,undestanding,understanding,missing_letter
1096,praktike,practice,phonetic_error
1097,beautiufl,beautiful,keyboard_error
1098,accessibliity,accessibility,keyboard_error
1099,envronment,environment,missing_letter
1100,ltechnology,technology,extra_letter
1101,larning,learning,missing_letter
1102,knowlede,knowledge,missing_letter
1103,beause,because,missing_letter
1104,educaiton,education,keyboard_error
1105,eudcation,education,keyboard_error
1106,knowlege,knowledge,missing_letter
1107,stdent,student,missing_letter
1108,definictely,definitely,extra_letter
1109,learnin,learning,missing_letter
1110,leaning,learning,missing_letter
1111,miportant,important,keyboard_error
1112,leaning,learning,missing_letter
1113,evnironment,environment,keyboard_error
1114,knwledge,knowledge,missing_letter
1115,educaton,education,missing_letter
1116,beautifulp,beautiful,extra_letter
1117,becasue,because,keyboard_error
1118,educashun,education,phonetic_error
1119,dfinitely,definitely,missing_letter
1120,studzent,student,extra_letter
1121,importatn,important,keyboard_error
1122,environmlent,environment,extra_letter
1123,improtant,important,keyboard_error
1124,importatn,important,keyboard_error
1125,understandig,understanding,missing_letter
1126,environmen,environment,missing_letter
1127,beauiful,beautiful,missing_letter
1128,educaiton,education,keyboard_error
1129,xlearning,learning,extra_letter
1130,beacuse,because,keyboard_error
1131,environmfent,environment,extra_letter
1132,laguage,language,missing_letter
1133,stxudent,student,extra_letter
1134,eduvcation,education,extra_letter
1135,learniyng,learning,extra_letter
1136,learninhg,learning,extra_letter
1137,becaus,because,missing_letter
1138,definitexly,definitely,extra_letter
1139,definitelyx,definitely,extra_letter
1140,eduaction,education,keyboard_error
1141,ipmortant,important,keyboard_error
1142,educavtion,education,extra_letter
1143,dfinitely,definitely,missing_letter
1144,technolgoy,technology,keyboard_error
1145,enviroment,environment,missing_letter
1146,ecause,because,missing_letter
1147,lanuage,language,missing_letter
1148,languaige,language,extra_letter
1149,knoweldge,knowledge,keyboard_error
1150,practiec,practice,keyboard_error
1151,beatiful,beautiful,missing_letter
1152,beclause,because,extra_letter
1153,knoledge,knowledge,missing_letter
1154,languasge,language,extra_letter
1155,akkessibility,accessibility,phonetic_error
1156,komputer,computer,phonetic_error
1157,lnaguage,language,keyboard_error
1158,understadning,understanding,keyboard_error
1159,practce,practice,missing_letter
1160,accesibility,accessibility,missing_letter
1161,akkessibility,accessibility,phonetic_error
1162,improtant,important,keyboard_error
1163,languager,language,extra_letter
1164,learnbing,learning,extra_letter
1165,ebcause,because,keyboard_error
1166,knowleddge,knowledge,extra_letter
1167,eduqcation,education,extra_letter
1168,langage,language,missing_letter
1169,pracice,practice,missing_letter
1170,stdent,student,missing_letter
1171,languagea,language,extra_letter
1172,knowedge,knowledge,missing_letter
1173,practce,practice,missing_letter
1174,educashun,education,phonetic_error
1175,deifnitely,definitely,keyboard_error
1176,ocmputer,computer,keyboard_error
1177,bekause,because,phonetic_error
1178,technologwy,technology,extra_letter
1179,deinitely,definitely,missing_letter
1180,leaning,learning,missing_letter
1181,technojlogy,technology,extra_letter
1182,practce,practice,missing_letter
1183,dknowledge,knowledge,extra_letter
1184,comuter,computer,missing_letter
1185,dfeinitely,definitely,keyboard_error
1186,undersstanding,understanding,extra_letter
1187,unedrstanding,understanding,keyboard_error
1188,compumter,computer,extra_letter
1189,technologfy,technology,extra_letter
1190,udnerstanding,understanding,keyboard_error
1191,bpeautiful,beautiful,extra_letter
1192,elarning,learning,keyboard_error
1193,ftechnology,technology,extra_letter
1194,educashun,education,phonetic_error
1195,praktike,practice,phonetic_error
1196,achcessibility,accessibility,extra_letter
1197,tehcnology,technology,keyboard_error
1198,langage,language,missing_letter
1199,bautiful,beautiful,missing_letter
1200,miportant,important,keyboard_error
1201,boeautiful,beautiful,extra_letter
1202,accessibilty,accessibility,missing_letter
1203,languag,language,missing_letter
1204,beacuse,because,keyboard_error
1205,akkessibility,accessibility,phonetic_error
1206,stuednt,student,keyboard_error
1207,komputer,computer,phonetic_error
1208,importat,important,missing_letter
1209,knowlegde,knowledge,keyboard_error
1210,stdent,student,missing_letter
1211,languag,language,missing_letter
1212,bekause,because,phonetic_error
1213,enfvironment,environment,extra_letter
1214,deafinitely,definitely,extra_letter
1215,educatoin,education,keyboard_error
1216,bheautiful,beautiful,extra_letter
1217,learningq,learning,extra_letter
1218,educashun,education,phonetic_error
1219,studnet,student,keyboard_error
1220,environmnet,environment,keyboard_error
1221,langhuage,language,extra_letter
1222,undersetanding,understanding,extra_letter
1223,environmen,environment,missing_letter
1224,understnding,understanding,missing_letter
1225,lanbguage,language,extra_letter
1226,environmnet,environment,keyboard_error
1227,eudcation,education,keyboard_error
1228,definitelyc,definitely,extra_letter
1229,launguage,language,extra_letter
1230,definkitely,definitely,extra_letter
1231,stuednt,student,keyboard_error
1232,educashun,education,phonetic_error
1233,environmento,environment,extra_letter
1234,learnieng,learning,extra_letter
1235,compuer,computer,missing_letter
1236,sgtudent,student,extra_letter
1237,acessibility,accessibility,missing_letter
1238,studnet,student,keyboard_error
1239,studetn,student,keyboard_error
1240,evnironment,environment,keyboard_error
1241,accessibilityw,accessibility,extra_letter
1242,nderstanding,understanding,missing_letter
1243,envronment,environment,missing_letter
1244,impotant,important,missing_letter
1245,komputer,computer,phonetic_error
1246,practirce,practice,extra_letter
1247,understading,understanding,missing_letter
1248,leanring,learning,keyboard_error
1249,ikmportant,important,extra_letter
1250,impotant,important,missing_letter
1251,beautifuml,beautiful,extra_letter
1252,lnaguage,language,keyboard_error
1253,educatio,education,missing_letter
1254,educashun,education,phonetic_error
1255,knowleydge,knowledge,extra_letter
1256,languge,language,missing_letter
1257,accessibilit,accessibility,missing_letter
1258,becase,because,missing_letter
1259,bekause,because,phonetic_error
1260,bekause,because,phonetic_error
1261,defnitely,definitely,missing_letter
1262,praktike,practice,phonetic_error
1263,imporatnt,important,keyboard_error
1264,studetn,student,keyboard_error
1265,ocmputer,computer,keyboard_error
1266,impotrant,important,keyboard_error
1267,beatuiful,beautiful,keyboard_error
1268,technolgoy,technology,keyboard_error
1269,knoledge,knowledge,missing_letter
1270,educatino,education,keyboard_error
1271,beautfiul,beautiful,keyboard_error
1272,undersktanding,understanding,extra_letter
1273,technologyl,technology,extra_letter
1274,computerr,computer,extra_letter
1275,languague,language,extra_letter
1276,imortant,important,missing_letter
1277,educatoin,education,keyboard_error
1278,educatino,education,keyboard_error
1279,tekhnology,technology,phonetic_error
1280,technoolgy,technology,keyboard_error
1281,edcuation,education,keyboard_error
1282,environnment,environment,extra_letter
1283,eqnvironment,environment,extra_letter
1284,techntology,technology,extra_letter
1285,learnign,learning,keyboard_error
1286,konwledge,knowledge,keyboard_error
1287,accessibiclity,accessibility,extra_letter
1288,lerning,learning,missing_letter
1289,larning,learning,missing_letter
1290,uimportant,important,extra_letter
1291,devfinitely,definitely,extra_letter
1292,beuatiful,beautiful,keyboard_error
1293,knoweldge,knowledge,keyboard_error
1294,understading,understanding,missing_letter
1295,imprtant,important,missing_letter
1296,knowledbge,knowledge,extra_letter
1297,bekause,because,phonetic_error
1298,studeunt,student,extra_letter
1299,definitel,definitely,missing_letter
1300,komputer,computer,phonetic_error
1301,eiducation,education,extra_letter
1302,educashun,education,phonetic_error
1303,definitley,definitely,keyboard_error
1304,impjortant,important,extra_letter
1305,technolvogy,technology,extra_letter
1306,educatjion,education,extra_letter
1307,anguage,language,missing_letter
1308,languageh,language,extra_letter
1309,understmanding,understanding,extra_letter
1310,accessibiliy,accessibility,missing_letter
1311,environmfent,environment,extra_letter
1312,environmet,environment,missing_letter
1313,practcie,practice,keyboard_error
1314,defiintely,definitely,keyboard_error
1315,educaton,education,missing_letter
1316,stumdent,student,extra_letter
1317,deucation,education,keyboard_error
1318,technlogy,technology,missing_letter
1319,languagfe,language,extra_letter
1320,languae,language,missing_letter
1321,nowledge,knowledge,missing_letter
1322,prcactice,practice,extra_letter
1323,comuter,computer,missing_letter
1324,tekhnology,technology,phonetic_error
1325,etchnology,technology,keyboard_error
1326,tecnology,technology,missing_letter
1327,accessibilit,accessibility,missing_letter
1328,understanidng,understanding,keyboard_error
1329,environent,environment,missing_letter
1330,pracxtice,practice,extra_letter
1331,eduction,education,missing_letter
1332,bekause,because,phonetic_error
1333,comuter,computer,missing_letter
1334,stuednt,student,keyboard_error
1335,compuetr,computer,keyboard_error
1336,languag,language,missing_letter
1337,uderstanding,understanding,missing_letter
1338,beautifudl,beautiful,extra_letter
1339,learnig,learning,missing_letter
1340,wbeautiful,beautiful,extra_letter
1341,envionment,environment,missing_letter
1342,studnt,student,missing_letter
1343,educatio,education,missing_letter
1344,accessibliity,accessibility,keyboard_error
1345,bekause,because,phonetic_error
1346,akkessibility,accessibility,phonetic_error
1347,beuatiful,beautiful,keyboard_error
1348,beuatiful,beautiful,keyboard_error
1349,anguage,language,missing_letter
1350,tekhnology,technology,phonetic_error
1351,lerning,learning,missing_letter
1352,mportant,important,missing_letter
1353,technolosgy,technology,extra_letter
1354,studegnt,student,extra_letter
1355,nowledge,knowledge,missing_letter
1356,komputer,computer,phonetic_error
1357,languagze,language,extra_letter
1358,definitly,definitely,missing_letter
1359,knowledyge,knowledge,extra_letter
1360,accessibiltiy,accessibility,keyboard_error
1361,tecnhology,technology,keyboard_error
1362,understandign,understanding,keyboard_error
1363,lnguage,language,missing_letter
1364,prcatice,practice,keyboard_error
1365,understtanding,understanding,extra_letter
1366,lanuage,language,missing_letter
1367,pwractice,practice,extra_letter
1368,nuderstanding,understanding,keyboard_error
1369,computper,computer,extra_letter
1370,compuer,computer,missing_letter
1371,komputer,computer,phonetic_error
1372,langage,language,missing_letter
1373,beuatiful,beautiful,keyboard_error
1374,defnitely,definitely,missing_letter
1375,learnieng,learning,extra_letter
1376,lanuage,language,missing_letter
1377,eductation,education,extra_letter
1378,computter,computer,extra_letter
1379,environmegnt,environment,extra_letter
1380,stbudent,student,extra_letter
1381,lerarning,learning,extra_letter
1382,bekause,because,phonetic_error
1383,zlearning,learning,extra_letter
1384,praktike,practice,phonetic_error
1385,ducation,education,missing_letter
1386,learnng,learning,missing_letter
1387,sutdent,student,keyboard_error
1388,understadning,understanding,keyboard_error
1389,accessibilitpy,accessibility,extra_letter
1390,decfinitely,definitely,extra_letter
1391,environmetn,environment,keyboard_error
1392,bekause,because,phonetic_error
1393,environmen,environment,missing_letter
1394,definitejly,definitely,extra_letter
1395,tekhnology,technology,phonetic_error
1396,beautfiul,beautiful,keyboard_error
1397,undertsanding,understanding,keyboard_error
1398,accessibiltity,accessibility,extra_letter
1399,knoledge,knowledge,missing_letter
1400,accssibility,accessibility,missing_letter
1401,leraning,learning,keyboard_error
1402,learnng,learning,missing_letter
1403,ccessibility,accessibility,missing_letter
1404,defminitely,definitely,extra_letter
1405,tetchnology,technology,extra_letter
1406,educatio,education,missing_letter
1407,accesssibility,accessibility,extra_letter
1408,leraning,learning,keyboard_error
1409,undertsanding,understanding,keyboard_error
1410,evnironment,environment,keyboard_error
1411,bejautiful,beautiful,extra_letter
1412,bcause,because,missing_letter
1413,tchnology,technology,missing_letter
1414,improtant,important,keyboard_error
1415,accssibility,accessibility,missing_letter
1416,technoolgy,technology,keyboard_error
1417,defvinitely,definitely,extra_letter
1418,beacuse,because,keyboard_error
1419,tpechnology,technology,extra_letter
1420,accessiiblity,accessibility,keyboard_error
1421,baeutiful,beautiful,keyboard_error
1422,evironment,environment,missing_letter
1423,bekause,because,phonetic_error
1424,praktike,practice,phonetic_error
1425,learnign,learning,keyboard_error
1426,accesisbility,accessibility,keyboard_error
1427,accessibilityr,accessibility,extra_letter
1428,knowedge,knowledge,missing_letter
1429,bekause,because,phonetic_error
1430,akkessibility,accessibility,phonetic_error
1431,accessibiilty,accessibility,keyboard_error
1432,komputer,computer,phonetic_error
1433,technologye,technology,extra_letter
1434,accessibilit,accessibility,missing_letter
1435,defivnitely,definitely,extra_letter
1436,pactice,practice,missing_letter
1437,accessibiliyt,accessibility,keyboard_error
1438,bekause,because,phonetic_error
1439,laerning,learning,keyboard_error
1440,pratcice,practice,keyboard_error
1441,technloogy,technology,keyboard_error
1442,bbecause,because,extra_letter
1443,educaton,education,missing_letter
1444,undertsanding,understanding,keyboard_error
1445,becuause,because,extra_letter
1446,understanidng,understanding,keyboard_error
1447,stduent,student,keyboard_error
1448,rpactice,practice,keyboard_error
1449,praktike,practice,phonetic_error
1450,learnin,learning,missing_letter
1451,comptuer,computer,keyboard_error
1452,tekhnology,technology,phonetic_error
1453,praktike,practice,phonetic_error
1454,knwoledge,knowledge,keyboard_error
1455,enviroment,environment,missing_letter
1456,technologyn,technology,extra_letter
1457,definitzely,definitely,extra_letter
1458,akkessibility,accessibility,phonetic_error
1459,komputer,computer,phonetic_error
1460,accessibilit,accessibility,missing_letter
1461,ocmputer,computer,keyboard_error
1462,akkessibility,accessibility,phonetic_error
1463,laerning,learning,keyboard_error
1464,praktike,practice,phonetic_error
1465,larning,learning,missing_letter
1466,qbeautiful,beautiful,extra_letter
1467,educatino,education,keyboard_error
1468,imortant,important,missing_letter
1469,studeynt,student,extra_letter
1470,mdefinitely,definitely,extra_letter
1471,beautfiul,beautiful,keyboard_error
1472,lnguage,language,missing_letter
1473,dfeinitely,definitely,keyboard_error
1474,defintely,definitely,missing_letter
1475,kntowledge,knowledge,extra_letter
1476,coputer,computer,missing_letter
1477,alnguage,language,keyboard_error
1478,definiely,definitely,missing_letter
1479,edzucation,education,extra_letter
1480,tecnology,technology,missing_letter
1481,elarning,learning,keyboard_error
1482,edcation,education,missing_letter
1483,knowledgre,knowledge,extra_letter
1484,akkessibility,accessibility,phonetic_error
1485,langugae,language,keyboard_error
1486,knowledgef,knowledge,extra_letter
1487,becaluse,because,extra_letter
1488,lcomputer,computer,extra_letter
1489,learnin,learning,missing_letter
1490,accessbility,accessibility,missing_letter
1491,komputer,computer,phonetic_error
1492,becase,because,missing_letter
1493,copmuter,computer,keyboard_error
1494,etchnology,technology,keyboard_error
1495,importacnt,important,extra_letter
1496,educaiton,education,keyboard_error
1497,definietly,definitely,keyboard_error
1498,languae,language,missing_letter
1499,knowledg,knowledge,missing_letter
1500,cohmputer,computer,extra_letter
1501,compute,computer,missing_letter
1502,tekhnology,technology,phonetic_error
1503,lbearning,learning,extra_letter
1504,understading,understanding,missing_letter
1505,nowledge,knowledge,missing_letter
1506,accessbility,accessibility,missing_letter
1507,languge,language,missing_letter
1508,enviromnent,environment,keyboard_error
1509,izmportant,important,extra_letter
1510,studwent,student,extra_letter
1511,komputer,computer,phonetic_error
1512,becase,because,missing_letter
1513,langumage,language,extra_letter
1514,bautiful,beautiful,missing_letter
1515,accsesibility,accessibility,keyboard_error
1516,ebautiful,beautiful,keyboard_error
1517,knowledg,knowledge,missing_letter
1518,funderstanding,understanding,extra_letter
1519,compuer,computer,missing_letter
1520,beauiful,beautiful,missing_letter
1521,evironment,environment,missing_letter
1522,tecnology,technology,missing_letter
1523,environmen,environment,missing_letter
1524,ibeautiful,beautiful,extra_letter
1525,languag,language,missing_letter
1526,laerning,learning,keyboard_error
1527,becabuse,because,extra_letter
1528,ccessibility,accessibility,missing_letter
1529,beautiul,beautiful,missing_letter
1530,environbment,environment,extra_letter
1531,learing,learning,missing_letter
1532,beacuse,because,keyboard_error
1533,impotant,important,missing_letter
1534,alccessibility,accessibility,extra_letter
1535,accessiblity,accessibility,missing_letter
1536,pratice,practice,missing_letter
1537,ceducation,education,extra_letter
1538,sutdent,student,keyboard_error
1539,eductaion,education,keyboard_error
1540,definietly,definitely,keyboard_error
1541,defintely,definitely,missing_letter
1542,accesibility,accessibility,missing_letter
1543,practce,practice,missing_letter
1544,beatiful,beautiful,missing_letter
1545,educashun,education,phonetic_error
1546,leraning,learning,keyboard_error
1547,defiitely,definitely,missing_letter
1548,akkessibility,accessibility,phonetic_error
1549,beuatiful,beautiful,keyboard_error
1550,ocmputer,computer,keyboard_error
1551,becauset,because,extra_letter
1552,technloogy,technology,keyboard_error
1553,compter,computer,missing_letter
1554,tekhnology,technology,phonetic_error
1555,technomlogy,technology,extra_letter
1556,ecause,because,missing_letter
1557,practic,practice,missing_letter
1558,becaue,because,missing_letter
1559,studentt,student,extra_letter
1560,auccessibility,accessibility,extra_letter
1561,cacessibility,accessibility,keyboard_error
1562,efinitely,definitely,missing_letter
1563,technoxlogy,technology,extra_letter
1564,educashun,education,phonetic_error
1565,languag,language,missing_letter
1566,accssibility,accessibility,missing_letter
1567,technolgoy,technology,keyboard_error
1568,definitelyb,definitely,extra_letter
1569,tudent,student,missing_letter
1570,konwledge,knowledge,keyboard_error
1571,becaues,because,keyboard_error
1572,learxning,learning,extra_letter
1573,enviornment,environment,keyboard_error
1574,egducation,education,extra_letter
1575,studen,student,missing_letter
1576,compauter,computer,extra_letter
1577,learnnig,learning,keyboard_error
1578,accessiiblity,accessibility,keyboard_error
1579,acqcessibility,accessibility,extra_letter
1580,earning,learning,missing_letter
1581,faccessibility,accessibility,extra_letter
1582,knoweldge,knowledge,keyboard_error
1583,eduation,education,missing_letter
1584,pratice,practice,missing_letter
1585,parctice,practice,keyboard_error
1586,beautiul,beautiful,missing_letter
1587,cyomputer,computer,extra_letter
1588,undershtanding,understanding,extra_letter
1589,tekhnology,technology,phonetic_error
1590,unedrstanding,understanding,keyboard_error
1591,elarning,learning,keyboard_error
1592,accessibilityu,accessibility,extra_letter
1593,educashun,education,phonetic_error
1594,leiarning,learning,extra_letter
1595,educatin,education,missing_letter
1596,beautiul,beautiful,missing_letter
1597,etchnology,technology,keyboard_error
1598,ecause,because,missing_letter
1599,stiudent,student,extra_letter
1600,tekhnology,technology,phonetic_error
1601,impotrant,important,keyboard_error
1602,pactice,practice,missing_letter
1603,acessibility,accessibility,missing_letter
1604,edfinitely,definitely,keyboard_error
1605,hknowledge,knowledge,extra_letter
1606,bekause,because,phonetic_error
1607,beahutiful,beautiful,extra_letter
1608,understandign,understanding,keyboard_error
1609,becausev,because,extra_letter
1610,undersatnding,understanding,keyboard_error
1611,learnng,learning,missing_letter
1612,beautfiul,beautiful,keyboard_error
1613,studen,student,missing_letter
1614,pratice,practice,missing_letter
1615,understandng,understanding,missing_letter
1616,imporatnt,important,keyboard_error
1617,educatoin,education,keyboard_error
1618,knowldege,knowledge,keyboard_error
1619,knwoledge,knowledge,keyboard_error
1620,studnt,student,missing_letter
1621,tsudent,student,keyboard_error
1622,comdputer,computer,extra_letter
1623,enironment,environment,missing_letter
1624,definitelyy,definitely,extra_letter
1625,edujcation,education,extra_letter
1626,leaning,learning,missing_letter
1627,evnironment,environment,keyboard_error
1628,accessyibility,accessibility,extra_letter
1629,langukage,language,extra_letter
1630,pracitce,practice,keyboard_error
1631,understandign,understanding,keyboard_error
1632,learnig,learning,missing_letter
1633,educashun,education,phonetic_error
1634,pracitce,practice,keyboard_error
1635,ractice,practice,missing_letter
1636,becuse,because,missing_letter
1637,pracstice,practice,extra_letter
1638,importat,important,missing_letter
1639,learnin,learning,missing_letter
1640,komputer,computer,phonetic_error
1641,imoprtant,important,keyboard_error
1642,importat,important,missing_letter
1643,lnguage,language,missing_letter
1644,envronment,environment,missing_letter
1645,sutdent,student,keyboard_error
1646,uenderstanding,understanding,extra_letter
1647,compuetr,computer,keyboard_error
1648,accecssibility,accessibility,extra_letter
1649,compter,computer,missing_letter
1650,enviromnent,environment,keyboard_error
1651,langouage,language,extra_letter
1652,technoogy,technology,missing_letter
1653,knowledtge,knowledge,extra_letter
1654,knowlegde,knowledge,keyboard_error
1655,dfinitely,definitely,missing_letter
